Age,Gender,Education Level,Marital Status,Income,Credit Score,Loan Amount,Loan Purpose,Employment Status,Years at Current Job,Payment History,Debt-to-Income Ratio,Assets Value,Number of Dependents,City,State,Country,Previous Defaults,Marital Status Change,Risk Rating
66,Male,High School,Widowed,,732.0,42787.0,Home,Self-employed,6,Poor,0.5523762549256412,198723.0,0.0,Samuelmouth,NV,Venezuela,3.0,2,Medium
46,Male,High School,Single,102632.0,654.0,28019.0,Auto,Employed,13,Fair,0.4328763553826075,179108.0,3.0,Christopherport,TX,Slovenia,,2,Medium
41,Male,High School,Divorced,60517.0,608.0,,Auto,Employed,18,Poor,0.4243401360937543,214736.0,2.0,Andersonfurt,LA,South Georgia and the South Sandwich Islands,3.0,0,Medium
18,Non-binary,Bachelor's,Divorced,56786.0,673.0,36600.0,Business,Self-employed,0,Good,0.4590523027834842,41520.0,2.0,South Christopherfurt,AL,Iran,3.0,0,Medium
30,Female,Master's,Married,77395.0,796.0,35361.0,Personal,Self-employed,8,Poor,0.4932334978894798,84709.0,4.0,Ryantown,AZ,Sudan,0.0,0,Medium
27,Non-binary,Bachelor's,Widowed,45178.0,749.0,30592.0,Personal,Unemployed,4,Fair,0.2535487808506497,103348.0,4.0,New Caleb,IN,Haiti,2.0,0,Medium
42,Female,Bachelor's,Divorced,36820.0,654.0,12424.0,Home,Self-employed,14,Poor,0.1459727633869523,,,Port Julie,AL,Aruba,2.0,1,Medium
38,Male,PhD,Married,26032.0,764.0,31305.0,Business,Employed,12,Excellent,0.2907762982115032,202301.0,2.0,Smithport,MD,Nigeria,3.0,0,Medium
24,Male,Master's,Divorced,104244.0,612.0,,Auto,Unemployed,13,Poor,0.5516483789796631,184254.0,,Waltersville,UT,American Samoa,0.0,0,Medium
66,Male,Master's,Divorced,36006.0,616.0,21659.0,Home,Employed,6,Fair,0.2071251497713949,31560.0,4.0,East Nathan,NC,Svalbard & Jan Mayen Islands,0.0,0,Medium
68,Male,High School,Single,75595.0,766.0,19135.0,Personal,Unemployed,17,Excellent,0.4088872901653607,261998.0,,East Karenfort,TN,Maldives,3.0,0,Medium
69,Female,Bachelor's,Widowed,36793.0,609.0,11230.0,Personal,Unemployed,19,Fair,0.5911415228974929,273374.0,,West Theresa,OK,Pitcairn Islands,0.0,0,Medium
56,Non-binary,High School,Widowed,115343.0,,,Home,Self-employed,13,Fair,0.4791277217986966,,0.0,East Jeffrey,RI,Comoros,0.0,0,Medium
40,Male,High School,Married,112947.0,,14507.0,Personal,Self-employed,12,Excellent,0.5824872811658699,204765.0,0.0,Port Susanmouth,NV,Grenada,4.0,1,Medium
46,Non-binary,Bachelor's,Married,100982.0,623.0,21773.0,Business,Employed,18,Fair,0.4862619359503025,288067.0,1.0,Torresbury,MI,Spain,0.0,2,Medium
33,Female,Bachelor's,Single,21835.0,,,Business,Employed,15,Poor,0.498435212269319,20199.0,3.0,South Derrickport,DC,Argentina,,0,Medium
66,Female,Bachelor's,Divorced,,610.0,26716.0,Business,Self-employed,3,Fair,0.401985888576258,262967.0,0.0,Thorntonport,HI,Angola,1.0,2,Medium
50,Female,PhD,Single,51238.0,665.0,19111.0,Auto,Self-employed,13,Excellent,0.474458760138282,152123.0,3.0,Elizabethtown,NH,India,1.0,0,Medium
53,Non-binary,Master's,Married,90124.0,754.0,47804.0,Auto,Employed,14,Excellent,0.5509333853639984,57931.0,,Port William,NC,Northern Mariana Islands,4.0,1,Medium
50,Female,Master's,Widowed,64327.0,750.0,36902.0,Personal,Employed,12,Excellent,0.1782271589765612,138295.0,3.0,East Timothy,NM,Gibraltar,,2,Medium
60,Non-binary,Master's,Divorced,33677.0,629.0,39880.0,Auto,Unemployed,3,Good,0.2580189148641264,214046.0,3.0,Colleenmouth,IL,Turkmenistan,,0,Medium
33,Female,High School,Single,69868.0,780.0,,Business,Self-employed,0,Excellent,0.5676505270859289,254815.0,4.0,Jacobsmouth,AS,Lebanon,1.0,1,Medium
33,Non-binary,PhD,Single,73214.0,736.0,19134.0,Auto,Unemployed,0,Poor,0.5987145321704375,43987.0,3.0,Carlosview,DE,France,0.0,0,Medium
55,Male,Bachelor's,Married,48831.0,742.0,15122.0,Home,Self-employed,5,Fair,0.1928107647049144,64728.0,4.0,North Michelle,CO,Pakistan,0.0,1,Medium
60,Female,Master's,Widowed,100214.0,616.0,32562.0,Business,Unemployed,2,Excellent,0.5810654882628473,241898.0,4.0,East Aaron,IN,Cook Islands,0.0,0,Medium
24,Female,Master's,Single,24049.0,642.0,5602.0,Personal,Unemployed,7,Good,0.2196583088526291,,0.0,Lake Evelyn,WA,Burundi,2.0,2,Medium
60,Female,High School,Single,32540.0,642.0,40891.0,Personal,Employed,12,Poor,0.1779292119516839,235498.0,3.0,Randyshire,MP,Nigeria,,2,Medium
60,Male,High School,Divorced,92277.0,,33002.0,Auto,Unemployed,2,Poor,0.2844568621187737,115923.0,2.0,Port Kimberlyville,PA,Canada,1.0,2,Medium
38,Non-binary,PhD,Widowed,29862.0,682.0,6954.0,Business,Self-employed,8,Fair,0.1096512422369329,260188.0,1.0,Port Jamie,PA,Bhutan,2.0,0,Medium
42,Female,Master's,Divorced,99766.0,613.0,21518.0,Auto,Unemployed,1,Excellent,0.5209073479692163,130567.0,4.0,Rangelshire,ME,Niger,,0,Medium
55,Female,Master's,Married,23770.0,695.0,,Personal,Employed,15,Fair,0.3171348172741668,112715.0,0.0,East Ronald,FM,Syrian Arab Republic,4.0,1,Medium
61,Male,PhD,Divorced,74987.0,713.0,47276.0,Auto,Self-employed,12,Poor,0.2476651752701973,78748.0,4.0,South Jennifer,WY,Burkina Faso,1.0,0,Medium
40,Male,Bachelor's,Widowed,93586.0,683.0,11385.0,Business,Employed,6,Fair,0.3034925410689858,203865.0,,Danielshire,UT,Montenegro,1.0,0,Medium
53,Non-binary,Bachelor's,Divorced,106340.0,641.0,,Personal,Unemployed,4,Good,0.2087842964206188,111952.0,2.0,Spencerstad,WA,Venezuela,1.0,1,Medium
61,Non-binary,High School,Divorced,45460.0,608.0,22322.0,Business,Unemployed,15,Fair,0.5586198826727817,237972.0,0.0,East Michael,DC,Samoa,2.0,0,Medium
33,Female,Master's,Single,44740.0,,40468.0,Personal,Employed,2,Good,0.2096357962154086,153339.0,2.0,Richardsonside,MA,Svalbard & Jan Mayen Islands,2.0,2,Medium
27,Female,Bachelor's,Married,34358.0,695.0,21511.0,Business,Employed,15,Poor,0.2690429100762205,226266.0,1.0,Ashleytown,AR,Zambia,0.0,0,Medium
67,Male,Bachelor's,Single,,673.0,,Personal,Self-employed,14,Fair,0.5421035824510034,153821.0,0.0,Jillview,VI,Malaysia,3.0,1,Medium
66,Female,High School,Widowed,119432.0,782.0,26135.0,Auto,Self-employed,14,Good,0.2470881771027893,32827.0,3.0,East Jaimetown,PW,Reunion,1.0,1,Medium
65,Female,Master's,Single,50709.0,,46565.0,Home,Unemployed,18,Fair,0.3416870668169873,41607.0,3.0,Mariafort,DE,Cape Verde,2.0,0,Medium
43,Male,Master's,Divorced,48172.0,711.0,42111.0,Home,Self-employed,5,Excellent,0.5835727679929602,275114.0,2.0,Port Paul,VA,Mali,2.0,1,Medium
20,Non-binary,Bachelor's,Widowed,52238.0,690.0,18029.0,Business,Unemployed,0,Fair,0.4543130280491678,244838.0,3.0,Laurenton,FL,Burundi,,1,Medium
24,Male,Bachelor's,Married,34866.0,778.0,,Auto,Employed,9,Excellent,0.5277921977095078,144408.0,0.0,New Michelleberg,PW,Saint Lucia,,0,Medium
19,Male,Bachelor's,Single,63232.0,,28377.0,Home,Self-employed,7,Good,0.5526424399840509,42185.0,,Port Savannahborough,MN,Belgium,4.0,0,Medium
29,Male,High School,Single,27583.0,645.0,42006.0,Business,Employed,1,Excellent,0.5643974034196424,,1.0,Leonardfurt,LA,China,3.0,1,Medium
38,Female,PhD,Widowed,83131.0,604.0,43984.0,Business,Employed,16,Poor,0.5097324879239686,,3.0,New Daniel,PR,Kuwait,,1,Medium
59,Female,Bachelor's,Divorced,65680.0,648.0,7572.0,Home,Self-employed,6,Excellent,0.3043880929254372,255062.0,,Lake Jasonfurt,VT,Cook Islands,0.0,1,Medium
46,Male,Bachelor's,Divorced,59214.0,737.0,46842.0,Auto,Self-employed,17,Fair,0.478408624200246,113384.0,1.0,Lake Richardstad,NM,Mozambique,4.0,0,Medium
56,Non-binary,High School,Widowed,31039.0,784.0,,Home,Unemployed,10,Excellent,0.2927184867979949,23236.0,3.0,Greenhaven,WY,Bahamas,3.0,0,Medium
65,Non-binary,High School,Single,41747.0,673.0,10380.0,Personal,Self-employed,13,Excellent,0.2422969547042681,57051.0,1.0,South Tara,MA,Cook Islands,4.0,0,Medium
42,Non-binary,Bachelor's,Single,22407.0,776.0,36193.0,Business,Employed,14,Poor,0.5578207789245216,69258.0,3.0,East Dwaynemouth,UT,Botswana,4.0,0,Medium
29,Male,PhD,Widowed,104784.0,739.0,36235.0,Business,Employed,7,Fair,0.4987282451264728,258318.0,3.0,Chandlerview,MD,Kiribati,,2,Medium
22,Male,High School,Single,75713.0,744.0,25717.0,Personal,Self-employed,15,Good,0.5913989248335481,91416.0,0.0,Jarvisberg,MD,Bolivia,3.0,2,Medium
44,Male,Bachelor's,Widowed,,725.0,23970.0,Personal,Employed,0,Poor,0.2121552307715948,,,New Susanside,OR,India,2.0,1,Medium
58,Non-binary,Bachelor's,Single,35316.0,681.0,44907.0,Home,Self-employed,11,Poor,0.3843413421932531,,4.0,Newmanton,PA,Korea,3.0,0,Medium
46,Non-binary,PhD,Single,50796.0,689.0,,Home,Employed,11,Good,0.4172603478867985,136572.0,2.0,Rosalesstad,FM,Nauru,3.0,1,Medium
60,Male,High School,Single,,621.0,37876.0,Auto,Unemployed,4,Poor,0.3868354136852538,158159.0,3.0,Port Carrie,IN,Cook Islands,0.0,1,Medium
35,Female,Master's,Single,112674.0,755.0,20584.0,Auto,Employed,3,Fair,0.1921180504896738,213659.0,0.0,Port Elizabeth,IA,Honduras,,0,Medium
49,Female,High School,Married,32043.0,,23227.0,Business,Self-employed,8,Excellent,0.3657276524382603,125214.0,1.0,Triciaberg,FL,Oman,0.0,1,Medium
60,Female,Master's,Single,63574.0,717.0,25487.0,Personal,Unemployed,17,Excellent,0.4199214317507316,264922.0,1.0,Port Pamela,NV,Thailand,1.0,1,Medium
64,Non-binary,Bachelor's,Married,106057.0,750.0,23083.0,Auto,Employed,15,Excellent,0.4648230081579938,121181.0,4.0,South Jared,NV,Chile,2.0,1,Medium
55,Non-binary,PhD,Single,21355.0,787.0,20295.0,Auto,Employed,13,Fair,0.2404008636607137,,0.0,Burnettbury,VI,Djibouti,3.0,0,Medium
30,Male,Bachelor's,Divorced,29952.0,769.0,16899.0,Personal,Self-employed,13,Good,0.5636633116270303,213223.0,2.0,Hoodland,VT,Cuba,1.0,2,Medium
34,Male,High School,Married,,,12292.0,Home,Self-employed,5,Fair,0.3357344584064972,265992.0,3.0,East Jameshaven,ID,Guinea-Bissau,0.0,2,Medium
25,Non-binary,Master's,Single,67628.0,743.0,18497.0,Personal,Self-employed,19,Fair,0.313973277420397,,0.0,West Megan,OH,Cuba,3.0,0,Medium
66,Non-binary,Master's,Divorced,118474.0,713.0,42997.0,Home,Employed,6,Excellent,0.2555336987174099,105535.0,3.0,South Jennifer,CO,Mayotte,0.0,0,Medium
41,Male,Master's,Married,45700.0,615.0,30205.0,Home,Employed,12,Poor,0.5599408105317981,62711.0,2.0,East Kimberlyfort,FL,Nepal,,0,Medium
41,Non-binary,High School,Single,,752.0,7601.0,Auto,Employed,1,Excellent,0.4024723115538302,,,Port Sandra,GA,Saint Barthelemy,0.0,1,Medium
47,Female,High School,Married,,735.0,16952.0,Business,Employed,8,Poor,0.201435267969639,264592.0,4.0,North Sabrinafort,NM,Papua New Guinea,2.0,0,Medium
66,Non-binary,PhD,Single,102922.0,667.0,,Auto,Unemployed,17,Good,0.2208076826522918,,,Blankenshipchester,NV,Nigeria,3.0,1,Medium
43,Female,Master's,Single,41031.0,655.0,7100.0,Home,Unemployed,8,Excellent,0.4706953143572268,203974.0,4.0,South John,ID,Myanmar,,1,Medium
24,Non-binary,PhD,Divorced,58977.0,754.0,30928.0,Personal,Self-employed,12,Poor,0.1908603467202612,248236.0,,Carpenterburgh,PA,Malaysia,3.0,1,Medium
24,Male,Master's,Widowed,94900.0,774.0,17207.0,Business,Employed,19,Good,0.1414235419820667,42756.0,3.0,East Anthonyside,DE,Poland,3.0,1,Medium
50,Male,PhD,Widowed,116429.0,629.0,6264.0,Auto,Employed,18,Good,0.4174703952199059,,2.0,Josephview,MT,Mexico,4.0,2,Medium
52,Male,Bachelor's,Married,90889.0,685.0,,Business,Employed,17,Poor,0.4726592665111091,213850.0,3.0,Katherineview,AS,Taiwan,3.0,1,Medium
48,Non-binary,PhD,Single,96848.0,779.0,23244.0,Personal,Self-employed,16,Poor,0.1237359574616308,162911.0,,Port Kayla,TX,Albania,0.0,0,Medium
38,Non-binary,PhD,Widowed,,694.0,38355.0,Auto,Unemployed,11,Fair,0.4672004750440121,85212.0,4.0,Mooreshire,MH,Belize,3.0,1,Medium
25,Female,Bachelor's,Divorced,,677.0,30866.0,Personal,Employed,7,Poor,0.1243377401863917,143289.0,,North Geraldshire,LA,Malawi,2.0,1,Medium
54,Non-binary,PhD,Married,108545.0,747.0,33062.0,Home,Unemployed,2,Good,0.4967453552720883,53026.0,3.0,Lake Lindsey,UT,Papua New Guinea,4.0,0,Medium
24,Male,PhD,Widowed,43178.0,707.0,,Personal,Self-employed,10,Excellent,0.5572564432221454,,1.0,West Pamela,LA,Afghanistan,1.0,0,Medium
30,Female,High School,Divorced,32003.0,697.0,30190.0,Business,Self-employed,18,Poor,0.4015811956616014,192797.0,2.0,Robertview,WA,Latvia,4.0,0,Medium
25,Non-binary,PhD,Single,38317.0,659.0,27703.0,Home,Unemployed,7,Poor,0.1334084536110923,135419.0,0.0,Patriciamouth,TX,Bouvet Island (Bouvetoya),2.0,0,Medium
33,Female,PhD,Widowed,79790.0,650.0,11782.0,Auto,Unemployed,11,Good,0.1277738748033347,67308.0,3.0,New Jessicaberg,ID,Antarctica (the territory South of 60 deg S),,1,Medium
33,Female,High School,Widowed,89432.0,708.0,5376.0,Business,Self-employed,2,Good,0.5839298557147814,281393.0,0.0,Sandraport,UT,Moldova,2.0,0,Medium
28,Non-binary,Bachelor's,Widowed,52969.0,,15229.0,Auto,Unemployed,7,Fair,0.1620395023999832,,0.0,Mitchellhaven,NY,United Arab Emirates,,0,Medium
21,Non-binary,PhD,Married,37645.0,742.0,41401.0,Personal,Employed,9,Fair,0.511369974413437,68960.0,3.0,West Brendaton,ID,Sao Tome and Principe,0.0,2,Medium
63,Non-binary,High School,Married,60431.0,706.0,,Personal,Self-employed,19,Fair,0.2002168393061028,160877.0,,South Megan,AZ,Guinea,4.0,0,Medium
33,Male,Master's,Married,49865.0,781.0,11438.0,Personal,Self-employed,17,Fair,0.3857595473572689,34750.0,0.0,Jasonmouth,NJ,Guinea,0.0,1,Medium
32,Non-binary,PhD,Married,85633.0,758.0,28777.0,Auto,Unemployed,4,Poor,0.2549180818470682,,1.0,Dalemouth,SD,Philippines,,2,Medium
31,Non-binary,PhD,Single,75569.0,,49714.0,Home,Unemployed,12,Fair,0.5810583543426411,35004.0,1.0,Kristinechester,LA,Honduras,3.0,1,Medium
28,Female,Bachelor's,Married,,626.0,12586.0,Personal,Employed,13,Excellent,0.1384502258912779,268476.0,1.0,North Steven,NE,Guadeloupe,,0,Medium
21,Female,High School,Single,46013.0,759.0,,Business,Employed,13,Good,0.284472204637864,87272.0,1.0,Kirkshire,UT,Tanzania,,1,Medium
39,Female,Master's,Married,99854.0,756.0,26655.0,Home,Unemployed,14,Poor,0.1854773728113146,78246.0,1.0,Hollymouth,AR,Puerto Rico,3.0,0,Medium
46,Male,Bachelor's,Single,,,19747.0,Personal,Employed,2,Fair,0.2877194608541157,65994.0,1.0,Hensonfurt,UT,Kazakhstan,3.0,1,Medium
66,Non-binary,Master's,Single,44719.0,767.0,17057.0,Home,Unemployed,14,Good,0.520059125244402,270782.0,2.0,South Bryanside,MD,Guyana,2.0,2,Medium
40,Non-binary,Bachelor's,Divorced,34342.0,715.0,47931.0,Auto,Unemployed,15,Good,0.2126881709140101,,4.0,Thomasport,FM,Martinique,3.0,0,Medium
23,Female,PhD,Single,86376.0,681.0,29525.0,Auto,Employed,1,Fair,0.3469014263629293,,3.0,Lake Alberthaven,MH,Sao Tome and Principe,,2,Medium
57,Female,Bachelor's,Divorced,51811.0,611.0,31125.0,Business,Employed,14,Excellent,0.1553322897570919,136504.0,2.0,Stephenstad,IA,Cote d'Ivoire,3.0,0,Medium
27,Male,Master's,Single,25051.0,753.0,,Home,Employed,11,Fair,0.4418131065952603,111013.0,0.0,Elliottchester,UT,Lesotho,1.0,1,Medium
67,Female,Master's,Single,26157.0,740.0,28573.0,Home,Employed,0,Fair,0.5373760335501344,179024.0,,Owensbury,MA,Cocos (Keeling) Islands,0.0,0,Medium
30,Male,Bachelor's,Widowed,115347.0,741.0,39722.0,Auto,Unemployed,6,Good,0.2833675120426075,57062.0,2.0,Soniaport,AK,Papua New Guinea,4.0,0,Medium
23,Non-binary,High School,Single,36631.0,662.0,31448.0,Business,Self-employed,9,Excellent,0.1069085854951823,170014.0,2.0,Dianaview,AR,Wallis and Futuna,0.0,2,Medium
26,Non-binary,Master's,Single,88555.0,775.0,9826.0,Home,Unemployed,15,Good,0.1839525358148168,108047.0,0.0,Lake Jerry,FM,Costa Rica,2.0,1,Medium
38,Non-binary,Bachelor's,Single,30932.0,649.0,7551.0,Home,Self-employed,3,Good,0.1823741205705933,,0.0,Alexaberg,NM,Christmas Island,1.0,2,Medium
28,Female,High School,Married,29680.0,723.0,40101.0,Auto,Unemployed,18,Excellent,0.49548394139508,,3.0,Thomasstad,AK,Mexico,1.0,0,Medium
61,Female,PhD,Divorced,87323.0,754.0,47284.0,Personal,Unemployed,2,Fair,0.5906887538502841,153345.0,3.0,West Susan,NH,India,1.0,2,Medium
60,Female,High School,Single,,684.0,19073.0,Home,Unemployed,13,Excellent,0.3231819539506292,270308.0,0.0,West Pamela,NY,Saint Kitts and Nevis,0.0,0,Medium
43,Male,High School,Divorced,34012.0,603.0,32468.0,Personal,Employed,11,Excellent,0.5500735962513451,33804.0,1.0,West Tammy,PR,Chile,2.0,1,Medium
35,Female,PhD,Widowed,37918.0,667.0,,Personal,Employed,2,Fair,0.2470546590212723,166468.0,1.0,East Emilyville,AS,Maldives,2.0,0,Medium
46,Female,High School,Married,80941.0,630.0,46577.0,Auto,Employed,11,Poor,0.293963374197007,68694.0,0.0,Gibsonbury,OR,Slovakia (Slovak Republic),1.0,0,Medium
52,Female,Master's,Widowed,97354.0,767.0,27971.0,Business,Self-employed,9,Good,0.4036234081083182,102773.0,0.0,Wilsontown,ID,Grenada,3.0,1,Medium
34,Non-binary,PhD,Married,66209.0,651.0,,Business,Employed,4,Fair,0.1382878086427648,,,Brendanmouth,NY,Martinique,1.0,0,Medium
20,Male,Master's,Single,82546.0,661.0,38720.0,Auto,Self-employed,12,Fair,0.5144614201283834,273390.0,1.0,North Jessicaton,ID,Bhutan,3.0,2,Medium
49,Female,High School,Widowed,59931.0,682.0,27398.0,Business,Employed,16,Poor,0.2958300461794536,143003.0,0.0,North Joshua,RI,Saint Lucia,3.0,1,Medium
48,Male,Master's,Divorced,80896.0,654.0,39195.0,Business,Employed,4,Excellent,0.5765073764279035,45644.0,1.0,East Carolyn,MA,Brunei Darussalam,,0,Medium
65,Male,PhD,Married,45568.0,665.0,31207.0,Home,Employed,7,Fair,0.3026214610177972,73133.0,,Edwardsshire,ND,Guernsey,3.0,0,Medium
22,Non-binary,Master's,Married,113366.0,744.0,31220.0,Business,Self-employed,1,Poor,0.5654827535617643,233376.0,1.0,Brownbury,WI,Djibouti,2.0,2,Medium
18,Non-binary,Bachelor's,Single,,762.0,24146.0,Business,Self-employed,2,Excellent,0.131927128928816,127778.0,2.0,North Trevorstad,ND,Argentina,1.0,0,Medium
23,Male,Bachelor's,Married,37565.0,776.0,14096.0,Home,Employed,18,Excellent,0.4439600449056325,234100.0,2.0,Lake Sergio,NH,Zambia,1.0,1,Medium
27,Female,Bachelor's,Divorced,26918.0,,28638.0,Home,Unemployed,13,Excellent,0.4371378691802515,89578.0,2.0,West Dominic,HI,Nigeria,1.0,0,Medium
64,Non-binary,Bachelor's,Widowed,,680.0,26275.0,Personal,Unemployed,15,Fair,0.1096387179842502,178845.0,3.0,Harrisfort,NV,Bahamas,2.0,1,Medium
24,Male,Bachelor's,Married,41891.0,605.0,27170.0,Auto,Unemployed,2,Poor,0.1864041172428008,207862.0,3.0,Weberfurt,ME,Greece,3.0,2,Medium
59,Non-binary,Bachelor's,Single,117367.0,686.0,41142.0,Personal,Employed,10,Good,0.5932635852504013,183278.0,1.0,West Cristina,CT,Guinea-Bissau,1.0,2,Medium
40,Non-binary,High School,Widowed,47648.0,622.0,,Auto,Unemployed,12,Excellent,0.2431040292707669,239101.0,2.0,Smithborough,NH,Samoa,4.0,0,Medium
56,Female,PhD,Married,39622.0,603.0,30534.0,Business,Self-employed,3,Excellent,0.2427192699156718,22884.0,1.0,East Shannon,CO,Trinidad and Tobago,4.0,0,Medium
42,Non-binary,Bachelor's,Married,113052.0,628.0,30379.0,Auto,Employed,5,Fair,0.579105940668211,145696.0,4.0,Lake Cameron,NM,Andorra,0.0,0,Medium
43,Male,Master's,Single,107754.0,705.0,13634.0,Business,Employed,16,Excellent,0.1536059928544729,204841.0,1.0,West Desiree,DE,Cambodia,4.0,1,Medium
41,Male,Master's,Divorced,103026.0,643.0,6957.0,Business,Unemployed,14,Poor,0.3402904891357928,,3.0,Katherineview,CA,Burundi,0.0,2,Medium
59,Male,High School,Widowed,67201.0,678.0,34090.0,Home,Unemployed,18,Excellent,0.4826189826083398,125411.0,0.0,Matthewhaven,AR,Mayotte,1.0,1,Medium
59,Male,PhD,Single,61182.0,746.0,17652.0,Personal,Self-employed,3,Fair,0.2085105619120826,,,Coryville,FM,Pitcairn Islands,1.0,2,Medium
55,Female,Master's,Divorced,41873.0,779.0,,Auto,Unemployed,2,Fair,0.5133431758309621,,2.0,Port Charles,NE,Mauritania,2.0,1,Medium
53,Non-binary,Master's,Married,103492.0,,46900.0,Business,Employed,16,Excellent,0.5034383069623353,175190.0,3.0,Tiffanyshire,ID,Suriname,2.0,1,Medium
48,Female,PhD,Divorced,94627.0,,47383.0,Home,Self-employed,18,Fair,0.3962597137268943,70585.0,1.0,East Connie,NJ,Turkmenistan,3.0,2,Medium
29,Female,High School,Divorced,37718.0,714.0,,Home,Self-employed,3,Good,0.4380887591968672,153877.0,3.0,Jessicaberg,VT,Guam,1.0,1,Medium
33,Male,Master's,Married,109006.0,,37789.0,Home,Unemployed,1,Poor,0.2412573245544403,,4.0,Port Mckenzie,GU,Svalbard & Jan Mayen Islands,,1,Medium
67,Male,Master's,Married,107372.0,699.0,37068.0,Business,Self-employed,7,Excellent,0.2614577919328418,,1.0,Mooreland,WI,Saint Helena,4.0,0,Medium
35,Non-binary,Bachelor's,Married,91627.0,752.0,47946.0,Business,Self-employed,6,Excellent,0.458175165202672,,3.0,Lambshire,MH,New Zealand,,2,Medium
42,Non-binary,PhD,Widowed,,695.0,38108.0,Personal,Self-employed,0,Good,0.2192106760117194,172912.0,1.0,North Jordanmouth,WA,Peru,1.0,1,Medium
64,Non-binary,PhD,Divorced,38595.0,636.0,20952.0,Home,Unemployed,5,Poor,0.1678077711345944,45777.0,0.0,Johnsonchester,NJ,Saint Vincent and the Grenadines,4.0,1,Medium
65,Non-binary,Bachelor's,Single,119133.0,688.0,43284.0,Auto,Self-employed,13,Fair,0.3323151809060706,115208.0,3.0,Lake Jasonmouth,MI,British Virgin Islands,0.0,2,Medium
32,Male,Master's,Married,113531.0,764.0,10304.0,Personal,Employed,14,Excellent,0.2709732134145519,252051.0,2.0,Fishershire,FM,Saint Barthelemy,2.0,2,Medium
26,Non-binary,PhD,Married,56158.0,,14295.0,Home,Employed,14,Poor,0.5095626032979618,79225.0,,North Allison,TX,Isle of Man,4.0,1,Medium
27,Male,High School,Widowed,,665.0,37034.0,Auto,Self-employed,0,Excellent,0.5245169559865557,204666.0,4.0,West Joelport,AS,Haiti,3.0,0,Medium
20,Non-binary,High School,Divorced,,715.0,23491.0,Auto,Unemployed,12,Poor,0.107668590921281,100215.0,1.0,Jacksonberg,VT,Saudi Arabia,1.0,1,Medium
18,Female,Master's,Married,68101.0,,16383.0,Home,Unemployed,18,Poor,0.4442265063526124,251388.0,4.0,Samanthamouth,WI,Wallis and Futuna,0.0,1,Medium
61,Female,PhD,Widowed,30114.0,689.0,40896.0,Business,Self-employed,9,Poor,0.2194205877902329,281284.0,4.0,Salazarbury,AK,Netherlands,1.0,1,Medium
61,Male,Master's,Single,99570.0,772.0,23939.0,Auto,Employed,10,Fair,0.1798517043672778,123721.0,2.0,Fergusonburgh,MI,Botswana,0.0,0,Medium
52,Non-binary,Bachelor's,Single,112469.0,606.0,5824.0,Personal,Unemployed,14,Excellent,0.5556071570011133,254011.0,0.0,Wagnerberg,AL,Barbados,1.0,1,Medium
55,Female,PhD,Single,67965.0,626.0,29568.0,Home,Unemployed,2,Good,0.3679042332036718,273236.0,4.0,New Billy,AS,Belgium,,1,Medium
50,Non-binary,Bachelor's,Widowed,54635.0,671.0,33806.0,Auto,Unemployed,5,Good,0.3356898143639389,242227.0,,New Joshuahaven,IL,Netherlands,4.0,1,Medium
